iter	RMSE
230	54.26986278
231	54.13055007
232	53.93969577
233	53.80508836
234	53.62671163
235	53.41059762
236	53.2343856
237	53.05685764
238	52.86978463
239	52.76382276
240	52.60116729
241	52.43609536
242	52.27843815
243	52.14303064
244	51.97347884
245	51.84059558
246	51.69738368
247	51.52959396
248	51.36227653
249	51.20221449
250	51.07044156
251	50.89670927
252	50.78210563
253	50.63018498
254	50.46740307
255	50.31576248
256	50.21094877
257	50.0448643
258	49.89443718
259	49.72699399
260	49.59838435
261	49.43564534
262	49.26570055
263	49.11557057
264	48.97461501
265	48.81284827
266	48.67606486
267	48.53014507
268	48.44742709
269	48.30885148
270	48.16619645
271	48.0284321
272	47.91853498
273	47.77426248
274	47.60762823
275	47.46777352
276	47.38736014
277	47.26644188
278	47.1357359
279	47.00397968
280	46.86615321
281	46.7707255
282	46.63328036
283	46.50962121
284	46.39438459
285	46.26304596
286	46.13804373
287	46.03533464
288	45.91696918
289	45.7782495
290	45.65791202
291	45.5796794
292	45.45068371
293	45.3474679
294	45.26765681
295	45.18212599
296	45.06457133
297	44.94068993
298	44.8168374
299	44.74843925
300	44.66008722
301	44.53787625
302	44.428685
303	44.30807484
304	44.22326571
305	44.13982945
306	44.02424105
307	43.92657316
308	43.82069218
309	43.69917544
310	43.61219566
311	43.5124374
312	43.41549039
313	43.30373812
314	43.19754469
315	43.08829255
316	42.96457024
317	42.84224242
318	42.74192051
319	42.64024377
320	42.56835556
321	42.49013096
322	42.3710335
323	42.2752707
324	42.19715988
325	42.09450971
326	41.99246113
327	41.90318694
328	41.82069792
329	41.70105565
330	41.59840758
331	41.49622208
332	41.40375481
333	41.30358446
334	41.24627418
335	41.15147014
336	41.08864938
337	40.98473371
338	40.85940443
339	40.77131155
340	40.6719417
341	40.58159667
342	40.47837656
343	40.35521058
344	40.28897405
345	40.1935364
346	40.13113562
347	40.03079503
348	39.95234571
349	39.86735162
350	39.7795192
351	39.69062752
352	39.59546071
353	39.5073471
354	39.42478915
355	39.35366734
356	39.28977713
357	39.19941998
358	39.11110231
359	39.05137939
360	38.96621967
361	38.88491743
362	38.78737962
363	38.70664369
364	38.62094591
365	38.56553594
366	38.4777321
367	38.4009197
368	38.32300418
369	38.23491918
370	38.17503469
371	38.1056822
372	38.01151143
373	37.9258665
374	37.86558022
375	37.80545776
376	37.72929577
377	37.67272419
378	37.60706501
379	37.529819
380	37.48069961
381	37.40271629
382	37.32224727
383	37.24444529
384	37.16051536
385	37.09133216
386	37.02688621
387	36.97414457
388	36.92266702
389	36.86089548
390	36.79002589
391	36.70322623
392	36.64138624
393	36.58285153
394	36.51596422
395	36.44254988
396	36.3963776
397	36.31315679
398	36.24219296
399	36.16946692
400	36.10574521
401	36.03193088
402	35.93818477
403	35.87677118
404	35.81809469
405	35.7817458
406	35.72248353
407	35.65474991
408	35.60788873
409	35.53544247
410	35.46404858
411	35.39715603
412	35.32439153
413	35.26440264
414	35.20425913
415	35.15888636
416	35.10209885
417	35.04025459
418	34.97857048
419	34.94763838
420	34.87762181
421	34.82013061
422	34.7728913
423	34.73235722
424	34.68054747
425	34.62842334
426	34.60034065
427	34.55294743
428	34.49078322
429	34.4149418
430	34.37099033
431	34.32910158
432	34.30293641
433	34.2415736
434	34.18020371
435	34.13582628
436	34.07668971
437	34.03206253
438	33.96119746
439	33.91356046
440	33.85940088
441	33.78646784
442	33.74338886
443	33.68389821
444	33.6164619
445	33.57383137
446	33.51705186
447	33.46297679
448	33.40758944
449	33.36008641
450	33.29466607
451	33.24701412
452	33.20755298
453	33.1642759
454	33.12372239
455	33.09978757
456	33.02609866
457	32.99221769
458	32.93817766
459	32.88132786
460	32.82559761
461	32.78918401
462	32.74807907
463	32.71576175
464	32.63774456
465	32.58975312
466	32.52500202
467	32.47755707
468	32.43924838
469	32.37660664
470	32.33108799
471	32.27993992
472	32.23772444
473	32.18136156
474	32.13966167
475	32.118781
476	32.0652264
477	32.03074184
478	31.98520581
479	31.93441385
480	31.90991619
481	31.85420869
482	31.80017766
483	31.74057162
484	31.69731627
485	31.66108929
486	31.61546571
487	31.56208014
488	31.50249128
489	31.46229473
490	31.39920012
491	31.37233567
492	31.32006255
493	31.28089043
494	31.25155909
495	31.22969045
496	31.18275311
497	31.13929474
498	31.08899184
499	31.04911183
500	30.99777345
501	30.97218516
502	30.93579092
503	30.89118167
504	30.85877689
505	30.81628101
506	30.75640375
507	30.71742871
508	30.67160028
509	30.62261029
510	30.58164374
511	30.55221228
512	30.520934
513	30.47906197
514	30.4509262
515	30.42075284
516	30.40228027
517	30.35970863
518	30.34784153
519	30.32549811
520	30.2789945
521	30.24657789
522	30.20902356
523	30.16302495
524	30.12323188
525	30.07779719
526	30.05345064
527	29.99624808
528	29.95735055
529	29.91629599
530	29.8878229
531	29.82929124
532	29.81576032
533	29.79480608
534	29.7630583
535	29.73267161
536	29.69624457
537	29.65377183
538	29.60021809
539	29.54929565
540	29.51691926
541	29.45617477
542	29.42141475
543	29.38925611
544	29.34414554
545	29.31396295
546	29.28443028
547	29.26940317
548	29.22927222
549	29.19189639
550	29.14762988
551	29.11959431
552	29.08248406
553	29.0359163
554	29.00124546
555	28.95817347
556	28.9216591
557	28.88798773
558	28.86340166
559	28.83313055
560	28.79750736
561	28.73323535
562	28.68873173
563	28.64918346
564	28.61086297
565	28.58157135
566	28.54820319
567	28.50745582
568	28.48254975
569	28.46038241
570	28.42698349
571	28.39717501
572	28.35907276
573	28.32172345
574	28.2922657
575	28.25709221
576	28.22028386
577	28.18741415
578	28.15635516
579	28.11060032
580	28.08287404
581	28.04980727
582	28.0199575
583	27.97468101
584	27.94583456
585	27.92497711
586	27.90719439
587	27.87908189
588	27.86327228
589	27.8316423
590	27.8057756
591	27.77261782
592	27.73789596
593	27.70072583
594	27.67176527
595	27.64475175
596	27.61165142
597	27.57156366
598	27.54959837
599	27.51593438
600	27.48371749
601	27.45200731
602	27.42167805
603	27.40118404
604	27.37768433
605	27.34586508
606	27.3199136
607	27.29438581
608	27.2668927
609	27.23849224
610	27.21170833
611	27.18772662
612	27.17059165
613	27.14373049
614	27.11975862
615	27.09417586
616	27.07734947
617	27.05053458
618	27.02508644
619	26.9978338
620	26.96347722
621	26.92695649
622	26.88966382
623	26.85529776
624	26.83404048
625	26.80814083
626	26.78381482
627	26.76085563
628	26.73769212
629	26.71500459
630	26.68763857
631	26.66553571
632	26.63496036
633	26.612382
634	26.58409073
635	26.55238002
636	26.53128575
637	26.51464343
638	26.48070844
639	26.45241489
640	26.43088273
641	26.39647036
642	26.3785431
643	26.3518681
644	26.32133266
645	26.29097569
646	26.26624236
647	26.23860659
648	26.21982805
649	26.20382882
650	26.17847896
651	26.14273952
652	26.12718905
653	26.10494556
654	26.0812202
655	26.05779026
656	26.02147447
657	25.99661588
658	25.95487294
659	25.92980497
660	25.89643158
661	25.86481457
662	25.83663004
663	25.81138798
664	25.78398073
665	25.75048566
666	25.72648277
667	25.69862703
668	25.67276162
669	25.64432364
670	25.61157464
671	25.5878335
672	25.56670692
673	25.55132421
674	25.52930189
675	25.50637077
676	25.48298391
677	25.455228
678	25.44117355
679	25.41259369
680	25.39807943
681	25.37553897
682	25.3485266
683	25.32923959
684	25.30889464
685	25.26137208
686	25.23813888
687	25.22472385
688	25.20502659
689	25.18467051
690	25.16708347
691	25.14175733
692	25.10521402
693	25.07760438
694	25.04999404
695	25.02488433
696	25.00544118
697	24.96841406
698	24.94143067
699	24.92344706
700	24.90015586
701	24.88482033
702	24.86586129
703	24.84366678
704	24.81792726
705	24.79684275
706	24.78358185
707	24.76214681
708	24.73290786
709	24.71332719
710	24.68685063
711	24.66781214
712	24.65078062
713	24.63281713
714	24.61740205
715	24.58325586
716	24.56279121
717	24.52870655
718	24.50686714
719	24.4933397
720	24.46884054
721	24.44753674
722	24.42543266
723	24.40515499
724	24.37887714
725	24.35603394
726	24.34030369
727	24.29940142
728	24.27358288
729	24.24918016
730	24.23233181
731	24.20708234
732	24.19122668
733	24.16407134
734	24.13993858
735	24.11969772
736	24.10306455
737	24.08951618
738	24.07090367
739	24.04991143
740	24.02840468
741	24.00984898
742	23.99569571
743	23.96679017
744	23.95016424
745	23.932079
746	23.91894849
747	23.89218774
748	23.86986204
749	23.85345086
750	23.83115559
751	23.81479557
752	23.79295927
753	23.77436436
754	23.75258485
755	23.73509278
756	23.70850409
757	23.68899483
758	23.66352974
759	23.64164028
760	23.6196172
761	23.6038588
762	23.58090669
763	23.55859203
764	23.53753326
765	23.51659065
766	23.49843368
767	23.47491625
768	23.46106687
769	23.44244799
770	23.43129258
771	23.41561856
772	23.3897267
773	23.37825558
774	23.35722248
775	23.34288931
776	23.32276056
777	23.30426466
778	23.2813657
779	23.26681541
780	23.24778235
781	23.22616552
782	23.20704227
783	23.19122937
784	23.1732825
785	23.16145662
786	23.14785284
787	23.12629738
788	23.10801305
789	23.08852005
790	23.07242933
791	23.05464515
792	23.03631305
793	23.02255527
794	23.00694141
795	22.99497408
796	22.96851009
797	22.95498546
798	22.94006143
799	22.9262924
800	22.90990989
801	22.89239915
802	22.87547811
803	22.85777032
804	22.83144319
805	22.80814784
806	22.78765626
807	22.76768654
808	22.75159147
809	22.73274583
810	22.71619107
811	22.69122801
812	22.66827965
813	22.65283317
814	22.63486088
815	22.6255226
816	22.61062132
817	22.59173658
818	22.57796721
819	22.55784958
820	22.54717568
821	22.53487797
822	22.51945481
823	22.50569001
824	22.49262135
825	22.47514633
826	22.4538806
827	22.43997913
828	22.42225905
829	22.40116113
830	22.38054674
831	22.36399417
832	22.3487319
833	22.3318148
834	22.31649716
835	22.30054609
836	22.28244748
837	22.26485485
838	22.25072842
839	22.23593985
840	22.22192862
841	22.21039584
842	22.19512035
843	22.17577811
844	22.15432055
845	22.13923843
846	22.12392573
847	22.11296442
848	22.10229796
849	22.0669081
850	22.04727532
851	22.03418246
852	22.01455851
853	21.99830793
854	21.98407078
855	21.9713259
856	21.95634683
857	21.94119132
858	21.92419555
859	21.91119318
860	21.89418025
861	21.87695731
862	21.86835351
863	21.85332212
864	21.84300869
865	21.83135425
866	21.81622124
867	21.80035335
868	21.78428659
869	21.76871067
870	21.75045024
871	21.735838
872	21.72454906
873	21.70988281
874	21.6983646
875	21.67941329
876	21.66406355
877	21.64953713
878	21.63540953
879	21.62308477
880	21.60880495
881	21.5954472
882	21.58039898
883	21.56600816
884	21.53854701
885	21.52596843
886	21.50039078
887	21.49089338
888	21.48171231
889	21.47014746
890	21.45398904
891	21.43916354
892	21.42392721
893	21.41254139
894	21.40544477
895	21.38841545
896	21.37819986
897	21.36900155
898	21.35516938
899	21.34305676
900	21.32875863
901	21.31704134
902	21.30298509
903	21.28923743
904	21.27501836
905	21.26383143
906	21.25214078
907	21.23429395
908	21.2166881
909	21.2004927
910	21.18428761
911	21.16883251
912	21.14906513
913	21.13550795
914	21.12113425
915	21.10662445
916	21.09437751
917	21.08290228
918	21.07092268
919	21.05456799
920	21.0342685
921	21.02271773
922	21.01354512
923	21.00378963
924	20.99167141
925	20.97920607
926	20.96118402
927	20.94811718
928	20.93956984
929	20.92661403
930	20.90679277
931	20.89796362
932	20.88544408
933	20.86241685
934	20.85151507
935	20.84170366
936	20.82247181
937	20.8096029
938	20.79473858
939	20.78135398
940	20.76495324
941	20.75218136
942	20.73853279
943	20.72842777
944	20.71523119
945	20.70360085
946	20.68773732
947	20.67713364
948	20.66156009
949	20.64919916
950	20.63733418
951	20.62262656
952	20.61130391
953	20.5967208
954	20.58456503
955	20.57162276
956	20.56236334
957	20.55178311
958	20.54228868
959	20.5317936
960	20.51448744
961	20.50240624
962	20.48681994
963	20.47773202
964	20.46811656
965	20.45492751
966	20.44543087
967	20.43471696
968	20.42470578
969	20.40702718
970	20.40137431
971	20.39037637
972	20.37047358
973	20.35974792
974	20.35021429
975	20.3357966
976	20.32356273
977	20.31128934
978	20.29635089
979	20.27266778
980	20.25988604
981	20.24627818
982	20.23310882
983	20.22218482
984	20.21025925
985	20.19432006
986	20.18272344
987	20.17069848
988	20.16162624
989	20.15327813
990	20.14337981
991	20.13268044
992	20.12018566
993	20.11158954
994	20.09381888
995	20.08211538
996	20.07128798
997	20.056301
998	20.04095176
999	20.01918167
